,E06000001,E06000002,E06000003,E06000004,E06000005,E06000006,E06000007,E06000008,E06000009,E06000010,E06000011,E06000012,E06000013,E06000014,E06000015,E06000016,E06000017,E06000018,E06000019,E06000020,E06000021,E06000022,E06000023,E06000024,E06000025,E06000026,E06000027,E06000030,E06000031,E06000032,E06000033,E06000034,E06000035,E06000036,E06000037,E06000038,E06000039,E06000040,E06000041,E06000042,E06000043,E06000044,E06000045,E06000046,E06000047,E06000049,E06000050,E06000051,E06000052,E06000053,E06000054,E06000055,E06000056,E06000057,E06000058,E06000059,E06000060,E06000061,E06000062,E07000008,E07000009,E07000010,E07000011,E07000012,E07000026,E07000027,E07000028,E07000029,E07000030,E07000031,E07000032,E07000033,E07000034,E07000035,E07000036,E07000037,E07000038,E07000039,E07000040,E07000041,E07000042,E07000043,E07000044,E07000045,E07000046,E07000047,E07000061,E07000062,E07000063,E07000064,E07000065,E07000066,E07000067,E07000068,E07000069,E07000070,E07000071,E07000072,E07000073,E07000074,E07000075,E07000076,E07000077,E07000078,E07000079,E07000080,E07000081,E07000082,E07000083,E07000084,E07000085,E07000086,E07000087,E07000088,E07000089,E07000090,E07000091,E07000092,E07000093,E07000094,E07000095,E07000096,E07000098,E07000099,E07000102,E07000103,E07000105,E07000106,E07000107,E07000108,E07000109,E07000110,E07000111,E07000112,E07000113,E07000114,E07000115,E07000116,E07000117,E07000118,E07000119,E07000120,E07000121,E07000122,E07000123,E07000124,E07000125,E07000126,E07000127,E07000128,E07000129,E07000130,E07000131,E07000132,E07000133,E07000134,E07000135,E07000136,E07000137,E07000138,E07000139,E07000140,E07000141,E07000142,E07000143,E07000144,E07000145,E07000146,E07000147,E07000148,E07000149,E07000163,E07000164,E07000165,E07000166,E07000167,E07000168,E07000169,E07000170,E07000171,E07000172,E07000173,E07000174,E07000175,E07000176,E07000177,E07000178,E07000179,E07000180,E07000181,E07000187,E07000188,E07000189,E07000192,E07000193,E07000194,E07000195,E07000196,E07000197,E07000198,E07000199,E07000200,E07000202,E07000203,E07000207,E07000208,E07000209,E07000210,E07000211,E07000212,E07000213,E07000214,E07000215,E07000216,E07000217,E07000218,E07000219,E07000220,E07000221,E07000222,E07000223,E07000224,E07000225,E07000226,E07000227,E07000228,E07000229,E07000234,E07000235,E07000236,E07000237,E07000238,E07000239,E07000240,E07000241,E07000242,E07000243,E07000244,E07000245,E07000246,E08000001,E08000002,E08000003,E08000004,E08000005,E08000006,E08000007,E08000008,E08000009,E08000010,E08000011,E08000012,E08000013,E08000014,E08000015,E08000016,E08000017,E08000018,E08000019,E08000021,E08000022,E08000023,E08000024,E08000025,E08000026,E08000027,E08000028,E08000029,E08000030,E08000031,E08000032,E08000033,E08000034,E08000035,E08000036,E08000037,E09000001,E09000002,E09000003,E09000004,E09000005,E09000006,E09000007,E09000008,E09000009,E09000010,E09000011,E09000012,E09000013,E09000014,E09000015,E09000016,E09000017,E09000018,E09000019,E09000020,E09000021,E09000022,E09000023,E09000024,E09000025,E09000026,E09000027,E09000028,E09000029,E09000030,E09000031,E09000032,E09000033,S12000005,S12000006,S12000008,S12000010,S12000011,S12000013,S12000014,S12000017,S12000018,S12000019,S12000020,S12000021,S12000023,S12000026,S12000027,S12000028,S12000029,S12000030,S12000033,S12000034,S12000035,S12000036,S12000038,S12000039,S12000040,S12000041,S12000042,S12000045,S12000047,S12000048,S12000049,S12000050,W06000001,W06000002,W06000003,W06000004,W06000005,W06000006,W06000008,W06000009,W06000010,W06000011,W06000012,W06000013,W06000014,W06000015,W06000016,W06000018,W06000019,W06000020,W06000021,W06000022,W06000023,W06000024
E06000011,4,12,12,11,6,4,7,13,6,21836,117371,499,1276,4308,19,10,8,15,5,0,3,4,3,5,3,11,0,2,16,2,2,1,4,5,7,3,3,7,3,15,0,19,2,0,11,9,3,12,25,0,56,1,1,13,2,9,21,10,12,6,1,0,9,4,11,5,2,2,3,4,8,5,11,7,2,3,12,7,12,0,3,4,1,0,0,0,1,0,1,0,5,1,3,0,0,1,9,4,0,0,1,4,3,4,0,0,4,2,1,4,1,0,13,10,19,1,2,20,1,17,3,3,1,0,11,3,0,0,6,0,0,4,1,0,2,0,0,0,1,2,5,0,7,3,4,6,2,2,2,2,2,2,2,1,1,2,0,4,47,27,46,6,6,57,1,1,2,10,0,3,0,11,137,224,62,925,1545,2268,9,35,2,4,6,11,4,9,0,15,10,12,2,4,28,4,5,3,1,0,9,1,4,1,2,5,1,0,11,0,4,0,1,3,1,3,0,4,3,9,5,2,0,4,1,1,0,2,2,3,2,3,0,0,0,25,11,3,1,7,8,6,2,5,28,11,8,4,10,0,13,5,5,10,3,3,0,58,895,88,109,8,11,3,10,23,12,2,2,12,3,4,118,44,111,856,689,6,8,1,8,0,4,0,9,3,4,2,3,3,4,0,3,2,6,4,7,4,1,12,1,1,2,4,0,10,5,4,1,2,27,0,0,0,1,0,0,0,2,0,1,8,1,0,1,1,0,1,1,8,1,15,10,6,0,0,0,1,0,4,2,5,0,1,3,1,1,2,0,0,12,1,0,0,3,1,4,3,0,0,1,1,0,5,0
E06000012,7,3,1,9,0,0,11,0,0,845,479,59300,4123,21,4,7,21,8,1,0,0,2,1,3,5,12,0,0,4,1,0,2,0,2,9,0,1,1,2,3,2,14,2,0,4,5,5,18,2,0,15,3,5,9,0,4,6,7,5,6,2,3,3,0,1,11,4,0,0,3,0,4,1,0,2,1,3,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,3,3,0,0,1,0,10,6,4,0,1,1,2,4,2,2,3,0,3,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,3,12,4,3,4,7,0,23,1263,148,89,6,5,626,0,2,4,11,1,3,1,5,13,11,22,8,6,20,8,14,1,1,13,11,8,2,2,2,2,6,1,1,6,1,1,6,1,0,3,4,3,0,0,4,2,0,7,3,1,2,0,2,0,0,0,11,0,6,3,2,0,0,2,5,0,0,0,0,0,0,0,1,2,6,3,0,2,14,7,22,1,0,7,0,0,4,4,0,8,6,1,3,5,3,6,11,144,15,26,2,1,0,6,14,12,2,7,5,4,2,6,2,24,40,22,0,2,2,1,1,1,0,3,1,0,0,1,3,1,0,0,0,1,1,2,1,0,3,2,2,1,0,0,3,4,7,1,2,11,0,1,0,0,0,0,1,1,0,0,3,0,0,0,2,0,0,0,10,2,5,2,0,0,0,1,0,0,7,0,2,0,2,3,1,0,4,0,1,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0
E06000013,0,1,4,4,1,2,2,6,3,1857,1524,2767,63435,67,8,5,6,25,0,1,2,3,6,5,1,3,1,2,7,0,0,4,2,1,4,0,2,4,1,4,4,9,1,1,4,4,3,17,5,0,19,1,3,5,9,3,7,7,9,5,1,0,7,0,2,11,1,2,0,5,7,22,10,5,11,4,4,3,1,1,0,3,0,2,0,0,1,2,0,0,0,0,0,1,1,0,11,16,0,0,0,0,2,3,0,1,0,0,2,3,1,1,4,2,5,0,0,3,0,5,1,0,0,0,3,0,1,1,0,2,0,0,0,1,0,3,0,1,1,1,5,0,6,1,7,0,1,2,3,0,5,2,0,0,3,3,3,12,139,312,157,2,10,1276,1,1,3,4,0,1,0,4,11,20,26,16,9,152,10,344,5,2,15,37,6,3,1,4,8,10,0,1,5,0,1,5,2,2,4,1,1,0,2,0,0,0,6,0,0,1,1,2,1,0,2,0,3,8,0,1,1,0,0,3,1,1,0,1,1,1,0,1,0,11,2,2,3,4,10,9,10,1,16,2,1,4,3,2,4,4,0,6,0,1,5,54,1917,161,180,4,4,8,0,13,4,3,4,7,0,0,24,16,29,211,173,3,2,2,1,5,0,0,7,1,4,4,3,0,5,1,0,1,6,2,4,1,0,1,0,0,0,0,0,1,2,2,1,2,5,0,0,0,1,0,0,0,3,0,0,8,0,0,0,10,0,0,0,5,0,5,6,0,0,0,0,0,0,2,0,7,2,4,0,0,0,9,0,0,1,0,0,4,0,2,0,0,0,0,0,1,0,0,0
E06000014,7,44,14,36,39,1,6,0,3,266,1607,11,46,84721,11,6,0,5,1,2,2,4,3,2,4,6,0,5,14,3,1,0,2,3,1,3,0,3,0,4,0,10,1,0,32,15,8,9,4,0,19,1,1,5,4,10,7,9,8,12,2,1,8,4,7,7,6,2,8,11,2,11,1,2,1,1,1,0,4,0,0,2,1,0,0,0,0,0,1,0,1,0,2,1,1,1,19,1,0,1,0,1,1,0,1,2,5,0,3,4,0,0,11,3,3,3,3,3,3,5,1,1,3,1,4,2,1,1,3,2,0,0,1,2,0,1,5,4,0,4,6,2,1,3,1,4,0,1,0,7,0,7,3,0,3,6,0,0,10,3,12,1,4,9,5,0,3,3,0,0,3,21,883,1639,56,1153,217,1183,3,8,3,0,2,10,4,0,2,2,4,8,2,0,4,0,8,4,0,0,3,5,10,0,0,1,1,1,6,0,3,0,0,6,0,0,2,1,1,6,6,2,0,0,3,0,2,0,0,0,0,3,1,0,1,14,6,5,1,6,15,3,5,2,24,4,7,7,7,5,5,3,1,7,1,8,4,32,126,34,63,28,7,3,10,20,9,3,2,6,1,1,130,30,81,2035,365,6,12,0,0,1,1,4,8,1,2,2,4,6,3,1,2,4,13,8,1,3,2,2,0,0,9,7,5,5,3,2,1,10,19,0,0,0,0,0,0,0,2,2,0,3,0,2,0,0,0,1,0,0,0,2,5,1,0,1,0,0,0,3,0,7,3,3,0,0,1,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0
E06000015,0,1,0,0,2,4,4,5,3,7,6,5,5,5,89958,267,12,1811,7,12,115,7,9,6,11,7,0,3,13,11,3,2,14,1,12,2,4,4,1,21,3,6,1,2,7,42,8,12,6,0,17,4,6,0,2,5,15,26,66,8,1,5,3,2,1,8,3,0,5,0,2813,299,174,1498,2431,39,77,3846,2,0,0,4,1,0,0,0,0,0,0,0,0,5,1,1,0,6,4,2,1,1,0,1,1,3,2,3,1,2,6,3,0,1,5,6,0,0,1,5,3,7,6,4,7,0,2,5,0,1,6,0,0,2,1,0,1,1,2,1,2,7,6,0,3,4,1,0,0,3,0,0,114,430,28,62,33,4628,18,12,16,11,27,1,20,2,2,0,3,3,1,6,0,1,1,12,5,3,2,4,525,35,759,136,136,50,251,4,8,0,7,9,2,1,5,40,2622,255,28,7,75,77,63,1,2,1,1,4,5,3,2,1,0,3,0,0,1,51,23,27,9,19,1,2,3,15,1,1,1,8,1,3,2,2,2,19,5,0,1,8,9,2,4,3,31,3,2,9,7,11,7,0,1,8,3,2,1,14,27,46,119,3,5,1,1,273,68,17,28,69,107,23,16,2,6,52,24,0,16,7,5,2,1,2,10,5,3,2,1,3,10,0,5,6,16,7,5,4,1,4,2,0,2,1,4,17,6,10,2,2,33,1,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,4,3,1,1,0,3,2,0,0,2,2,1,1,0,0,0,1,1,0,0,3,0,0,0,2,4,0,0,0,1,0,3,1,0
E06000016,0,2,0,2,2,1,10,3,2,5,14,8,5,15,282,114563,179,488,8,14,20,5,23,11,7,10,2,10,143,19,5,6,7,3,3,4,14,1,5,84,15,4,10,0,2,13,4,11,5,0,13,42,23,1,1,10,28,726,2338,23,4,18,27,7,0,1,4,1,2,1,29,16,28,6,43,0,9,66,5,2,0,5,0,0,0,0,2,1,2,6,3,4,0,1,2,4,4,2,5,2,0,6,10,1,5,1,7,2,2,3,1,6,3,0,6,1,1,4,2,8,2,6,5,9,5,8,2,2,3,5,0,2,4,2,2,4,6,1,8,1,1,5,7,1,11,0,2,1,2,3,9219,5615,3681,2929,2242,3150,3936,5,16,26,18,7,42,3,1,2,5,10,2,1,3,3,2,7,11,0,0,3,46,43,61,27,31,56,155,16,17,5,6,7,4,0,2,13,36,32,9,4,15,1,23,2,1,5,4,2,9,3,4,14,3,0,0,3,4,373,200,438,50,139,1,4,4,4,1,1,1,8,3,12,0,9,8,22,15,17,10,4,13,2,6,0,30,6,1,8,3,1,11,2,3,13,2,4,4,3,9,15,29,5,2,1,2,290,376,14,48,68,66,19,35,3,12,42,7,0,40,3,22,6,47,14,52,10,40,9,10,13,15,9,20,7,38,14,14,9,2,18,4,4,12,6,0,29,14,20,11,4,66,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,3,0,12,1,0,2,0,0,0,1,2,2,1,0,2,2,1,2,1,1,0,2,2,1,3,2,7,1,4,0,0,3,1,0,1
E06000017,0,0,1,0,0,0,0,1,0,0,2,1,0,0,14,328,14294,49,1,2,0,5,0,0,1,3,0,2,636,0,0,0,1,0,1,1,0,4,0,8,0,1,0,0,0,0,1,4,0,0,10,7,5,0,0,1,7,596,69,13,8,15,79,9,0,1,0,0,0,0,3,0,2,0,5,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,3,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,2,0,0,0,3,4,1,6,2,1,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,119,323,30,544,42,54,3,11,7,23,44,900,4,0,0,0,8,0,1,0,1,3,3,5,0,0,0,0,0,2,6,1,18,51,5,2,2,1,1,1,0,1,0,5,10,1,0,0,0,1,0,0,3,0,0,8,1,0,0,0,0,0,1,0,3,4,10,4,3,0,0,3,3,1,0,0,0,0,0,1,0,0,4,5,0,1,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8,0,3,0,0,0,0,14,4,0,3,3,0,5,1,0,0,1,1,1,6,0,0,1,0,0,9,0,1,1,5,0,4,1,0,0,2,2,4,2,2,3,0,0,0,0,0,0,0,3,0,1,20,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
E06000018,0,2,0,3,6,1,10,6,3,8,19,3,14,13,1431,375,18,98164,3,26,27,9,13,4,16,7,3,2,51,13,6,5,6,5,10,3,9,13,15,40,7,7,5,2,4,29,12,11,6,0,30,17,29,9,4,12,33,46,75,13,2,9,19,7,5,0,5,2,4,8,705,582,159,49,1522,16,78,262,3,0,8,8,1,3,1,3,0,0,2,0,0,9,3,2,1,18,8,4,0,1,1,8,5,4,2,2,8,6,4,0,0,3,2,2,5,0,4,1,3,5,7,28,13,12,10,17,2,1,4,3,4,4,7,2,2,3,4,2,3,3,3,1,1,0,5,0,2,3,1,11,77,578,31,55,354,2098,20,23,12,96,58,16,134,14,19,4,2,12,4,18,13,2,2,15,9,0,0,3,2386,127,4500,4991,526,1021,4960,10,7,7,12,7,2,16,3,4,126,40,15,6,13,7,19,5,6,7,9,18,20,3,5,5,4,5,1,6,0,37,14,42,21,37,4,7,3,8,3,11,2,6,0,4,8,6,3,28,9,5,4,11,14,4,6,2,29,6,12,22,6,4,20,6,2,8,4,11,18,20,40,41,121,17,2,2,0,152,40,13,10,41,13,13,39,10,7,57,24,5,22,6,10,2,8,5,19,14,7,19,5,13,9,5,7,2,23,8,10,7,2,11,3,11,12,5,7,12,5,6,4,6,38,0,0,0,1,0,0,1,0,11,0,3,0,0,0,0,0,2,1,0,0,0,5,3,0,2,1,2,0,1,0,10,2,1,0,0,0,3,0,2,1,0,1,2,2,1,6,0,0,1,0,3,1,2,0
E06000019,0,0,0,3,0,1,2,1,1,0,1,2,4,1,5,3,0,2,78700,223,13,12,62,16,69,11,0,10,2,0,1,2,5,7,8,6,2,5,2,5,4,9,4,0,0,16,8,1519,5,0,95,2,7,2,2,17,26,3,18,1,0,0,0,0,2,3,1,2,0,1,1,1,0,0,3,1,0,1,4,1,0,5,5,2,1,2,1,2,2,0,0,1,2,3,0,3,24,0,0,0,0,1,6,234,44,1004,497,64,376,5,2,0,13,4,6,0,12,8,6,13,0,2,2,0,5,1,4,1,0,2,1,4,0,0,1,0,1,2,2,0,0,0,3,1,4,1,0,1,0,0,1,1,0,4,0,2,0,1,3,1,4,0,5,1,1,3,0,7,0,7,0,0,2,11,15,0,0,0,3,0,2,1,0,1,1,9,4,15,15,35,1,5,2,4,0,16,0,12,14,1,1,0,1,0,3,0,10,0,3,2,2,11,1,4,2,11,6,8,12,11,0,5,5,4,0,5,1,46,1312,17,560,298,114,5,7,4,0,0,6,10,2,0,9,1,0,1,3,1,1,0,1,2,1,1,2,0,4,0,1,0,3,0,0,121,16,54,54,32,14,42,1,2,0,11,0,0,7,0,0,0,0,5,26,1,4,1,1,7,5,3,4,0,12,10,6,14,3,2,0,0,3,0,2,4,1,1,5,3,40,0,1,0,0,0,4,0,1,0,0,3,0,3,0,1,0,0,0,0,1,2,0,0,0,0,4,0,0,1,0,14,1,4,9,0,0,1,7,5,30,8,11,3,1,24,57,12,37,16,50,524,47,722,10
E06000020,0,1,0,0,0,3,7,0,2,1,6,1,6,6,24,7,4,9,122,70341,159,2,10,0,10,7,0,2,7,7,0,3,3,0,11,1,3,8,3,7,0,5,1,0,2,72,39,7636,11,0,56,3,7,4,2,8,24,6,31,2,0,0,1,1,0,3,0,1,1,0,4,3,6,9,5,2,6,12,4,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,8,2,0,0,0,2,3,7,5,9,5,5,8,2,4,0,4,2,8,0,0,10,2,11,0,3,3,0,4,0,0,3,1,0,0,1,3,4,0,1,0,2,0,0,1,0,2,1,6,2,1,4,4,2,3,5,2,1,0,19,0,1,16,4,12,1,1,3,3,0,0,7,3,2,3,1,6,7,21,2,2,0,1,0,0,0,4,10,2,11,3,9,5,22,3,0,5,230,39,79,70,903,699,18,31,2,0,5,3,0,6,0,0,4,1,3,1,2,0,50,5,12,27,17,0,0,0,0,0,0,0,22,12,37,26,51,56,14,7,0,0,7,4,16,7,1,11,2,2,6,6,0,1,1,2,13,0,1,7,0,1,0,9,0,2,0,1,635,46,355,356,98,469,1320,12,0,2,10,4,7,12,0,1,0,2,2,6,1,2,2,6,2,3,4,4,1,18,5,1,5,1,1,0,1,1,0,2,8,2,8,1,1,24,1,1,0,2,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,1,5,4,1,0,0,1,0,0,0,0,2,0,3,7,6,3,10,47,2,2,1,0,0,1,3,5,1,0,0,0,3,11,77,2
E06000021,1,1,4,2,0,20,69,11,10,3,3,4,4,2,148,16,1,33,3,106,84166,11,8,2,6,6,1,4,6,18,1,2,47,1,10,2,2,6,1,13,0,9,1,4,3,3050,265,339,6,0,30,5,4,9,2,16,11,11,11,11,1,0,2,4,0,0,1,0,0,1,16,5,14,109,14,66,6,211,2,0,0,8,2,5,0,1,0,0,3,0,2,8,4,0,0,3,1,1,1,0,0,1,8,5,2,1,2,1,1,2,2,2,5,1,4,1,9,5,4,4,0,1,0,0,5,3,0,2,7,0,0,0,1,0,4,2,0,1,1,1,13,0,3,1,5,4,1,10,3,2,14,15,0,11,1,46,0,0,3,1,2,1,9,1,1,0,0,5,3,0,1,2,6,5,13,2,0,3,9,2,13,3,4,3,11,6,5,4,8,6,4,7,10,128,1658,112,10201,109,4349,4888,31,0,5,1,1,2,2,1,1,4,1,2,1,0,1,25,8,8,14,13,0,0,4,0,0,0,2,1,0,2,9,4,12,20,7,2,2,8,3,5,13,4,151,10,6,36,58,7,61,13,13,29,5,14,7,15,7,5,15,6,0,0,3,207,31,34,63,37,83,109,13,5,5,17,4,3,7,1,1,1,7,1,14,7,1,9,4,3,5,3,1,3,12,1,7,2,1,2,0,0,2,4,3,12,4,10,0,4,35,0,4,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,1,0,3,1,0,0,0,1,1,0,1,1,2,0,0,7,1,9,16,20,1,0,0,1,0,0,1,4,1,2,0,0,1,0,2,0
E06000022,0,0,7,1,0,0,1,0,0,0,4,0,0,0,1,2,1,6,7,1,2,75233,4569,853,2403,11,3,187,0,8,2,1,1,6,25,16,4,6,12,9,2,4,6,5,0,2,2,8,30,0,2265,0,4,0,15,57,25,2,10,4,2,0,3,0,0,2,0,0,0,5,0,0,0,2,0,0,1,1,7,7,3,7,9,7,4,2,0,0,0,0,2,1,2,6,0,5,3,0,1,0,0,0,4,14,38,12,30,50,16,14,0,3,4,4,3,0,16,12,10,4,0,1,2,1,5,3,2,1,3,0,1,3,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,7,0,0,3,0,7,0,2,0,0,0,0,4,2,0,0,0,1,5,3,0,0,0,0,1,2,0,0,1,0,8,25,9,13,18,2364,141,151,0,0,0,0,0,1,1,1,2,1,1,6,2,9,5,2,6,1,6,0,6,4,2,3,0,5,4,0,2,0,3,4,2,3,4,3,3,3,4,0,9,2,0,3,3,2,53,1,1,4,0,1,2,1,1,1,1,1,1,0,2,1,0,0,0,2,0,0,0,0,23,5,3,1,9,0,0,0,0,3,2,1,0,15,0,5,0,3,8,15,2,5,3,5,9,7,3,3,2,13,9,5,20,4,5,3,8,1,1,10,10,5,12,3,6,56,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,3,0,4,1,0,2,0,0,4,0,0,9,6,5,3,7,8,41,3,4,0,11,9,29,3,2
E06000023,0,0,0,0,1,1,3,0,2,0,0,7,1,5,0,3,0,6,26,4,1,3753,204311,5011,18510,43,13,394,2,7,6,3,5,14,41,9,7,12,29,9,8,14,19,6,3,12,3,14,52,0,976,2,6,3,49,58,26,3,15,10,1,1,0,3,0,0,2,0,0,0,2,1,2,1,0,0,1,7,19,54,8,9,19,16,4,3,2,6,7,0,4,1,5,5,0,6,3,0,1,0,0,2,5,138,81,67,379,455,73,5,3,6,4,7,10,4,6,9,12,7,0,6,4,4,8,0,4,0,4,0,3,4,5,1,0,0,6,5,1,0,0,3,0,0,3,1,0,1,0,1,7,5,1,2,0,6,0,0,3,3,11,2,4,0,2,0,0,3,1,1,3,0,2,2,2,1,2,0,1,0,0,0,0,1,0,6,31,13,15,38,278,298,104,0,1,1,0,1,8,0,1,4,0,2,15,5,20,2,9,15,4,9,2,7,5,2,7,2,9,8,3,5,10,10,7,3,1,7,9,7,7,11,0,19,13,2,0,4,7,380,1,1,19,0,0,7,3,0,6,1,0,7,0,0,0,1,1,1,9,2,1,1,0,65,8,9,17,15,5,3,9,2,3,8,2,1,31,0,4,2,9,10,51,2,11,8,10,4,14,4,5,7,31,11,18,12,5,26,3,5,6,4,14,19,9,17,12,10,72,0,1,2,0,0,0,2,2,0,0,2,1,0,1,0,0,3,2,4,1,7,5,3,0,0,0,2,0,1,0,6,0,0,1,0,3,1,0,3,9,22,23,3,8,17,269,32,19,11,48,118,195,5,8
E06000024,0,0,0,0,1,0,0,2,0,1,1,2,3,0,2,0,3,0,10,3,3,898,9534,83187,3647,34,1,80,1,10,1,2,1,1,7,5,2,1,2,5,2,11,2,2,1,3,5,7,12,0,190,0,1,5,10,23,7,1,3,1,1,0,0,2,0,3,0,0,1,0,1,0,0,3,2,0,1,0,51,33,24,6,7,10,1,4,1,0,1,0,0,12,0,1,0,1,7,0,0,0,0,0,1,30,18,38,58,98,41,4,0,0,7,3,6,1,5,5,3,9,1,1,2,3,7,1,1,0,1,0,1,0,1,0,1,0,1,1,2,0,0,0,2,0,1,1,0,0,1,0,0,2,0,1,0,6,1,0,1,0,7,0,1,0,3,2,0,1,0,0,0,1,0,3,6,0,0,0,1,0,0,0,1,0,1,12,4,15,7,17,322,2538,113,0,1,1,0,0,7,0,1,0,0,1,1,0,4,5,2,3,1,3,0,1,3,0,0,5,4,1,1,0,7,8,1,3,0,2,2,2,8,17,0,3,2,0,3,3,4,515,2,1,7,0,0,1,0,0,5,0,0,2,0,0,0,2,3,0,0,0,0,2,1,21,2,4,2,6,2,3,1,0,0,7,0,0,16,0,1,1,1,2,7,5,2,1,2,2,4,0,0,3,20,3,5,2,0,10,3,0,0,1,3,7,4,3,1,6,28,0,0,0,4,0,0,0,4,0,0,2,0,0,0,1,0,1,0,0,1,6,2,0,1,0,0,1,0,2,1,4,1,2,0,0,0,1,0,2,6,4,1,3,2,8,65,14,7,5,18,50,87,2,2
E06000025,0,0,0,0,0,2,1,3,0,3,3,0,3,1,2,2,0,1,26,0,1,3874,22358,2048,113367,31,5,348,7,4,3,5,4,7,45,10,10,3,9,6,5,8,6,0,0,9,5,6,17,0,1167,2,7,0,17,21,12,7,5,2,1,0,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,18,22,4,9,8,12,2,4,4,2,0,0,1,1,2,2,0,5,9,0,0,0,0,1,1,114,178,75,351,1143,130,5,4,3,9,7,10,2,15,9,5,6,2,7,0,5,3,2,1,1,2,1,1,1,0,0,0,0,0,1,3,0,0,1,11,2,3,2,0,2,0,0,1,2,0,0,1,1,0,0,3,0,5,0,0,0,0,0,0,5,0,0,1,0,1,4,3,1,0,0,1,0,1,0,1,0,0,9,17,23,20,31,110,136,48,0,1,2,0,0,6,0,4,0,0,0,4,0,9,2,3,3,1,5,1,3,0,1,1,2,6,6,0,0,3,7,6,2,0,3,13,3,15,10,1,15,8,0,4,4,9,108,0,0,8,0,0,4,0,0,1,0,0,0,0,0,1,5,5,0,2,0,0,0,0,43,8,4,9,13,14,0,9,0,1,9,1,0,14,0,0,3,3,6,19,1,6,4,0,4,6,0,2,1,34,7,4,6,3,9,0,3,6,0,5,16,5,8,0,8,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,2,0,2,3,1,0,0,0,0,0,2,0,3,1,2,0,0,0,2,0,0,7,2,20,11,11,15,135,28,23,1,44,103,133,0,4
E06000026,0,0,0,0,2,0,2,4,1,5,8,1,1,3,6,3,2,6,7,1,0,202,55,29,115,104648,580,11,7,3,2,1,5,4,11,2,13,6,2,5,8,64,5,4,0,3,5,21,3123,1,110,0,8,2,36,40,30,7,3,3,0,0,0,1,0,9,0,5,0,0,4,2,0,0,0,3,0,0,264,695,45,67,7027,858,22,968,2,0,1,0,2,4,3,1,1,0,12,2,1,3,0,5,5,6,8,7,18,13,8,1,2,6,59,40,13,1,16,8,4,24,0,2,1,0,22,4,0,0,0,1,0,3,12,3,4,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,2,3,0,1,4,11,0,0,1,0,0,1,4,0,0,0,0,4,10,8,0,0,0,0,0,1,0,1,0,0,2,4,6,8,34,10,29,67,1,2,2,0,3,5,1,2,0,1,2,6,0,15,6,2,1,1,1,0,1,0,0,1,8,1,4,2,7,8,6,1,2,0,3,3,0,4,0,2,14,6,3,5,4,9,123,1,1,8,0,0,1,1,4,0,0,0,3,4,3,0,0,4,1,1,4,0,1,0,26,5,9,3,2,2,1,5,0,2,7,0,4,11,8,1,1,4,3,10,1,9,0,3,1,4,4,3,3,22,10,6,9,3,5,0,2,6,4,2,7,4,4,3,4,34,0,1,0,0,0,2,0,0,1,0,7,0,0,0,0,0,3,1,2,0,33,2,0,0,1,4,1,0,4,0,3,1,0,1,0,1,0,1,0,13,1,7,1,5,11,5,0,1,1,0,2,5,4,0
